area,aspect_ratio,circularity,solidity,h,s,v,label
8084.0,1.0803571428571428,0.6865079389832699,0.9634131807889406,176.2979393939394,185.26230303030303,171.14763636363637,1
14530.5,1.108695652173913,0.7002772516987793,0.9749723219377998,171.3427487638014,189.5075526654474,178.7958409537357,1
5854.5,0.5714285714285714,0.6049944629170033,0.9690474219978482,173.28854809134856,201.35889314885813,110.37256209368228,1
5862.5,0.5827338129496403,0.609912480551886,0.9718193120596768,173.0897435897436,201.55877455877456,110.46336996336996,1
5853.0,0.5755395683453237,0.6097752724561925,0.9735528942115769,173.0867100216775,201.7195264298816,110.5552776388194,1
5850.5,0.5755395683453237,0.6115761323060824,0.9746772178259059,173.16416416416416,201.61011011011013,110.56706706706707,1
5844.0,0.5755395683453237,0.6088376383267727,0.9739188400966586,173.42752171008686,201.70106880427522,110.40514362057449,1
2892.0,0.3387096774193548,0.4485184144635497,0.9558750619732276,171.37649006622516,157.68609271523178,108.94867549668874,1
2899.0,0.3333333333333333,0.43722957806226254,0.948005232177894,171.1961043248597,157.7068339385936,108.97457906899967,1
2903.0,0.336,0.44396378762671584,0.9560349086118887,171.46207124010553,157.20877308707122,108.94920844327176,1
7378.5,0.9083333333333333,0.6983635836403329,0.9784511338018831,174.67556440903053,207.600796812749,145.33452855245685,1
2288.5,0.23316062176165803,0.15464203768190796,0.7865612648221344,158.9714859437751,161.98112449799197,171.36465863453816,1
2286.5,0.234375,0.15534984328357593,0.7823781009409752,157.78769601930037,161.60233212706072,171.20024125452352,1
3691.0,0.15458937198067632,0.23365886068632222,0.9272704434116317,146.52151639344262,156.87756147540983,94.46670081967214,1
3664.0,0.1568627450980392,0.23617122650922132,0.9330277565571683,145.63612903225808,156.86761290322582,94.80490322580646,1
3672.0,0.15609756097560976,0.23668688459243573,0.9335197661116055,146.2446561936647,156.5724954931754,94.85269121813032,1
3671.0,0.1553398058252427,0.2366224272520867,0.9331469242501271,146.80473982483258,156.9438433797012,95.00669757856775,1
3683.5,0.1553398058252427,0.2359144923108627,0.9345426867943676,146.1997432605905,156.71065468549423,94.95840821566111,1
8240.5,0.6388888888888888,0.6764382356266031,0.9789142314088857,166.1756242568371,223.9411414982164,151.2395957193817,1
8245.5,0.6388888888888888,0.6768486699911026,0.9777659196015652,166.27332144979204,223.85383244206773,151.2799762329174,1
8241.5,0.6458333333333334,0.6736645742760416,0.9771177900290474,166.60527880156937,223.82665557008679,151.24206396385685,1
8236.5,0.6458333333333334,0.6732558712189108,0.9779162956366875,166.48810373542707,223.87853913871047,151.11979538424936,1
6072.5,0.8275862068965517,0.6844979507601383,0.9622850804215197,175.33317230273752,221.15797101449277,107.92415458937198,1
6081.5,0.8275862068965517,0.6855124383042903,0.959378450859757,175.26547676475317,222.46325775848206,107.41083775526612,1
6087.0,0.8275862068965517,0.6885463004283126,0.9602460955986749,175.34511568123392,222.7050128534704,107.51172879177378,1
2445.0,0.3925233644859813,0.4800262981227153,0.9205572289156626,162.93862392494137,165.8944487881157,107.32329945269741,1
2442.5,0.3888888888888889,0.4698813526209941,0.9229170602682789,162.6304262807978,165.3461087211576,107.2835353930387,1
2458.0,0.3853211009174312,0.46767329537200814,0.9238864875023491,160.03264671589585,165.77613680528566,106.90361445783132,1
6326.0,0.7310924369747899,0.6554768347926191,0.9694276300666615,170.98024691358023,224.3287037037037,144.27608024691358,1
6325.0,0.7310924369747899,0.6553732184734928,0.9705385913764002,170.9888871739466,223.94597931779597,144.17348356227814,1
6327.0,0.7310924369747899,0.6555804511117453,0.9688385269121813,171.0212930103379,223.84971455022372,144.14380496836907,1
5928.0,0.35374149659863946,0.5647237415258256,0.9627283800243606,168.2654533530087,182.12411870798493,105.79504836858501,1
5977.5,0.35374149659863946,0.5650304976508482,0.9659825468648998,167.82582533745327,181.96731175800946,106.00471621401854,1
5943.0,0.35374149659863946,0.5687442794154581,0.9722699386503068,168.37455021262676,182.3488714425908,105.90611710827609,1
17698.5,1.016304347826087,0.7512446502626653,0.9845353656162211,172.01720382058872,212.74088141652237,182.02563816120204,1
40359.5,1.2372881355932204,0.734155300533144,0.9856040440547998,175.31375006142807,179.79279080053072,230.85208118335052,1
